width,height,majority_pct,density,alpha,beta,decay,vision,aversion,iteration,step_count,Avg_Maj_Grievance,Avg_Min_Grievance,Avg_Maj_Threshold,Overall_Violence_Level
80,80,0.7,0.7,0.05,0.1,0.5,2,0.5,1,50,0.0,0.0,0.9976691537152823,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.0,0,50,0.0,0.0,0.997609606803338,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.5,0,50,0.0,0.0,0.9976906642108921,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.5,1,50,0.0,0.0,0.997643758586996,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.4,0,50,0.0,0.0,0.9976058992071215,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.3,0,50,0.0,0.0,0.9976218861859754,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.5,0,50,0.0,0.0,0.9976683567730122,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.1,1,50,0.0,0.0,0.9976363629471857,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.3,0,50,0.0,0.0,0.9976257563813058,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.3,1,50,0.0,0.0,0.9976332002929146,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.4,1,50,0.0,0.0,0.9976534427736001,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.3,1,50,0.0,0.0,0.9976717393089203,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.2,1,50,0.0,0.0,0.9976603073684228,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.0,1,50,0.0,0.0,0.9976666323146466,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.5,1,50,0.0,0.0,0.9976334875327426,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.2,0,50,0.0,0.0,0.9976127167769852,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.2,0,50,0.0,0.0,0.9976382010223762,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.4,0,50,0.0,0.0,0.9976262690239366,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.4,0,50,0.0,0.0,0.997603411000344,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.1,0,50,0.0,0.0,0.9976476244054733,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.1,0,50,0.0,0.0,0.9976164685190285,0.0
80,80,0.7,0.7,0.05,0.1,0.5,2,0.2,1,50,0.0,0.0,0.9975714582490798,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.3,1,50,0.0,0.0,0.9976768502146189,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.5,0,50,0.0,0.0,0.997613333406106,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.4,1,50,0.0,0.0,0.9976341518839456,1.562597662353897e-05
80,80,0.7,0.7,0.05,0.1,0.6,2,0.0,0,50,0.0,0.0,0.9976478445274655,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.4,1,50,0.0,0.0,0.9976347915873089,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.2,0,50,0.0,0.0,0.997658548475837,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.2,0,50,0.0,0.0,0.9976251277961941,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.3,0,50,0.0,0.0,0.997577030338621,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.0,1,50,0.0,0.0,0.9976706071548189,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.4,1,50,0.0,0.0,0.9976793975950695,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.2,1,50,0.0,0.0,0.9976123495456439,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.1,1,50,0.0,0.0,0.9976520463518179,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.2,1,50,0.0,0.0,0.9976281441923519,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.1,0,50,0.0,0.0,0.9976475761866852,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.3,0,50,0.0,0.0,0.9976752882563581,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.0,0,50,0.0,0.0,0.9976165834905519,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.3,1,50,0.0,0.0,0.9975984739954137,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.4,0,50,0.0,0.0,0.9976389155014446,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.1,0,50,0.0,0.0,0.9976626596550048,0.0
80,80,0.7,0.7,0.05,0.1,0.6,2,0.0,1,50,0.0,0.0,0.99757923789467,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.0,0,50,0.0,0.0,0.9976351184325539,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.1,1,50,0.0,0.0,0.9976487789529325,0.0
80,80,0.7,0.7,0.05,0.1,0.7,2,0.1,1,50,0.0,0.0,0.9976065466187056,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.0,1,50,0.0,0.0,0.99763996835365,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.5,0,50,0.0,0.0,0.9976069173099432,0.0
80,80,0.7,0.7,0.05,0.1,0.8,2,0.5,1,50,0.0,0.0,0.9976392922115509,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.5,1,50,0.0,0.0,0.9976447137447307,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.1,1,50,0.0,0.0,0.9976577566073231,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.4,1,50,0.0,0.0,0.9976481871373409,0.0
80,80,0.7,0.7,0.05,0.05,0.5,2,0.4,0,50,0.0,0.0,0.9676106360879729,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.4,0,50,0.0,0.0,0.9976196884755826,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.0,1,50,0.0,0.0,0.9976465593254165,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.3,1,50,0.0,0.0,0.9976214905639244,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.2,1,50,0.0,0.0,0.9976261456073163,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.5,0,50,0.0,0.0,0.9976106346750008,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.2,0,50,0.0,0.0,0.997626466806684,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.1,0,50,0.0,0.0,0.997637924601608,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.3,0,50,0.0,0.0,0.9976185699019096,0.0
80,80,0.7,0.7,0.05,0.1,0.9,2,0.0,0,50,0.0,0.0,0.9975957640868044,0.0
80,80,0.7,0.7,0.05,0.05,0.5,2,0.3,0,50,0.0,0.0,0.9674986463488101,0.0
80,80,0.7,0.7,0.05,0.05,0.5,2,0.5,1,50,0.0,0.0,0.9664667606189259,0.0
80,80,0.7,0.7,0.05,0.05,0.5,2,0.2,0,50,0.0,0.0,0.9665421501990871,0.0
80,80,0.7,0.7,0.05,0.05,0.5,2,0.0,1,50,0.0,0.0,0.9671428819996553,0.0
80,80,0.7,0.7,0.05,0.05,0.5,2,0.5,0,50,0.0,0.0,0.9672205092204225,0.0
80,80,0.7,0.7,0.05,0.05,0.5,2,0.4,1,50,0.0,0.0,0.9666912038812737,0.0
80,80,0.7,0.7,0.05,0.05,0.6,2,0.3,0,50,0.0,0.0,0.9669942508630065,1.5625732456208885e-05
80,80,0.7,0.7,0.05,0.05,0.6,2,0.5,1,50,0.0,0.0,0.966894998971403,0.0
80,80,0.7,0.7,0.05,0.05,0.6,2,0.5,0,50,0.0,0.0,0.9669323195870148,0.0
